"decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","kingdom","phylum","class","order","family","genus","year","month","speciesFixed","category"
-122.79730785,38.04199792,8,"Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae","Umbellularia",2016,2,"Umbellularia californica","Plant"
-123.0120210351,37.9980306281,5,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,2,"Odocoileus hemionus","Mammal"
-122.9005670362,38.1229742524,5,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,2,"Odocoileus hemionus","Mammal"
-122.79570171,38.04004143,7,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,2,"Rubus ursinus","Plant"
-122.800055,38.0407721667,NA,"Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes",2016,2,"Colaptes auratus","Bird"
-122.7969017,38.03989175,4,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,2,"Claytonia perfoliata","Plant"
-122.7975769043,38.0400505066,NA,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,2,"Odocoileus hemionus","Mammal"
-122.8905116667,38.1314721667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Heteromeles",2016,2,"Heteromeles arbutifolia","Plant"
-122.8904416667,38.1315721667,NA,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps",2016,2,"Batrachoseps attenuatus","Herp"
-122.8904716667,38.1315805,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus",2016,2,"Arbutus menziesii","Plant"
-123.0209888333,37.9964366667,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia",2016,2,"Hippodamia convergens","Invertebrate"
-123.0063091872,37.9971142765,5,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2016,2,"Buteo jamaicensis","Bird"
-122.9611806014,38.0274963705,5,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus",2016,2,"Larus occidentalis","Bird"
-122.89695,38.1322471667,500,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2016,2,"Cathartes aura","Bird"
-123.0126941019,37.9974344653,5,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,2,"Odocoileus hemionus","Mammal"
-122.797781712,38.0506244298,4952,"Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis",2016,2,"Canis latrans","Mammal"
-123.0205221667,37.996425,NA,"Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes",2016,2,"Cathartes aura","Bird"
-122.93548048,38.12351103,9,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,2,"Odocoileus hemionus","Mammal"
-123.0189819336,37.9969787598,NA,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium",2016,2,"Polypodium scouleri","Plant"
-123.0118645,37.99758347,7,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus",2016,2,"Odocoileus hemionus","Mammal"
-123.006375,37.9981783333,NA,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo",2016,2,"Buteo jamaicensis","Bird"
-123.017975,37.99713,NA,"Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium",2016,2,"Polypodium scouleri","Plant"
-122.95274,38.11815,6,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya",2016,2,"Aythya affinis","Bird"
-122.955046,38.12423,33,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2016,2,"Fragaria chiloensis","Plant"
-122.952006,38.123369,6,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula",2016,2,"Sanicula arctopoides","Plant"
-122.95191,38.123344,11,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,2,"Claytonia perfoliata","Plant"
-122.950723,38.123388,6,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine",2016,2,"Cardamine oligosperma","Plant"
-122.951659,38.123539,11,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabis",2016,2,"Arabis blepharophylla","Plant"
-122.950126,38.122354,6,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",2016,2,"Nemophila menziesii","Plant"
-122.949848,38.121054,6,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis",2016,2,"Camissoniopsis cheiranthifolia","Plant"
-122.950026,38.120665,5416,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus",2016,2,"Circus cyaneus","Bird"
-122.954986,38.12452,11,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Carpobrotus",2016,2,"Carpobrotus chilensis","Plant"
-122.950252,38.122324,6,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2016,2,"Heracleum maximum","Plant"
-122.950954,38.123687,6,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","Armeria",2016,2,"Armeria maritima","Plant"
-122.951568,38.123518,11,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine",2016,2,"Cardamine californica","Plant"
-122.950174,38.122144,52,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia",2016,2,"Scrophularia californica","Plant"
-122.76813882,37.9833073382,28314,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helminthoglyptidae","Helminthoglypta",2016,2,"Helminthoglypta arrosa","Invertebrate"
-122.900249,38.142815,26,"Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Selasphorus",2016,2,"Selasphorus sasin","Bird"
-122.907537,38.134838,16,"Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo",2016,2,"Bubo virginianus","Bird"
-122.96581473,38.20507458,18,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2016,2,"Iris douglasiana","Plant"
-122.96196273,38.19830388,4,"Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela",2016,2,"Mustela frenata","Mammal"
-122.917571,38.0724,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium",2016,2,"Vaccinium ovatum","Plant"
-122.899847,38.144224,208,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus",2016,3,"Mergus serrator","Bird"
-123.020096,37.99757,NA,"Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco",2016,2,"Falco peregrinus","Bird"
-122.90062,38.143495,417,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",2016,2,"Pieris marginalis","Invertebrate"
-122.89547,38.143486,382,"Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",2016,3,"Phalacrocorax pelagicus","Bird"
-122.897615,38.141046,669,"Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle",2016,3,"Megaceryle alcyon","Bird"
-122.89856,38.139883,517,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamias",2016,3,"Tamias sonomae","Mammal"
-122.909374,38.136475,276,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",2016,3,"Tachycineta thalassina","Bird"
-122.7745133333,37.9530133333,NA,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita",2016,3,"Amanita velosa","Fungi"
-122.7335591651,37.9341455869,1225,"Animalia","Chordata","Mammalia","Carnivora","Canidae","Urocyon",2015,9,"Urocyon cinereoargenteus","Mammal"
-122.801991,38.033764,229,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus",2016,3,"Sambucus racemosa","Plant"
-122.801991,38.033764,229,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",2016,3,"Pieris marginalis","Invertebrate"
-122.8030563889,38.0287947222,NA,"Plantae","Magnoliophyta","Magnoliopsida","Piperales","Aristolochiaceae","Asarum",2016,3,"Asarum caudatum","Plant"
-122.8013230556,38.0266930556,NA,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Tellima",2016,3,"Tellima grandiflora","Plant"
-122.8010113889,38.0259397222,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2016,3,"Heracleum maximum","Plant"
-122.7995180556,38.0243397222,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,3,"Claytonia sibirica","Plant"
-122.8005197222,38.0203080556,NA,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2016,3,"Iris douglasiana","Plant"
-122.8013780556,38.0198513889,NA,"Plantae","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum",2016,3,"Equisetum telmateia","Plant"
-122.799475,38.0221313889,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",2016,3,"Pieris marginalis","Invertebrate"
-122.7997413889,38.0378063889,NA,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Romulea",2016,3,"Romulea rosea","Plant"
-122.8023563889,38.0306313889,NA,"Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium",2016,3,"Trillium ovatum","Plant"
-122.8024813889,38.0310330556,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina",2016,3,"Celastrina echo","Invertebrate"
-122.9387463889,38.12318,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Conium",2016,3,"Conium maculatum","Plant"
-122.9388897222,38.123015,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,3,"Rubus spectabilis","Plant"
-122.950985,38.1189997222,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2016,3,"Triphysaria eriantha","Plant"
-122.9514497222,38.1194430556,NA,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis",2016,3,"Camissoniopsis cheiranthifolia","Plant"
-122.9514563889,38.1194463889,NA,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2016,3,"Fragaria chiloensis","Plant"
-122.9518097222,38.1197913889,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia",2016,3,"Abronia latifolia","Plant"
-122.9521263889,38.1198330556,NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala",2016,3,"Bucephala albeola","Bird"
-122.948045,38.155655,NA,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya",2016,3,"Dudleya farinosa","Plant"
-122.9480763889,38.1556763889,NA,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",2016,3,"Nemophila menziesii","Plant"
-122.9473863889,38.1550580556,NA,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2016,3,"Lupinus arboreus","Plant"
-122.9521263889,38.1198330556,NA,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala",2016,3,"Bucephala clangula","Bird"
-122.97138975,38.2110290278,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta",2016,3,"Acronicta spinea","Invertebrate"
-122.958394,38.190667,225,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2016,3,"Eschscholzia californica","Plant"
-122.95819,38.190731,156,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2016,3,"Lupinus variicolor","Plant"
-122.961023,38.191608,375,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sparaxis",2016,3,"Sparaxis tricolor","Plant"
-122.961667,38.200849,154,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",2016,3,"Nemophila menziesii","Plant"
-122.9431244731,38.1190495014,4128,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Fritillaria",2016,3,"Fritillaria affinis","Plant"
-122.9709930278,38.2109450833,30,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea",2016,3,"Usnea rubicunda","Fungi"
-122.960165,38.199568,176,"Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus",2016,3,"Cervus elaphus","Mammal"
-122.957718,38.19063,124,"Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium",2016,3,"Erodium cicutarium","Plant"
-122.974771,38.214388,3318,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus",2016,3,"Ranunculus californicus","Plant"
-122.972224,38.211405,210,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2016,3,"Iris douglasiana","Plant"
-122.961766,38.200484,57,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Physciaceae","Heterodermia",2016,3,"Heterodermia leucomela","Fungi"
-122.966505,38.204073,86,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Niebla",2016,3,"Niebla homalea","Fungi"
-122.976505,38.218657,223,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Platystemon",2016,3,"Platystemon californicus","Plant"
-122.976687,38.21943,180,"Animalia","Arthropoda","Diplopoda","Polydesmida","Xystodesmidae","Harpaphe",2016,3,"Harpaphe haydeniana","Invertebrate"
-122.976515,38.221318,90,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Romulea",2016,3,"Romulea rosea","Plant"
-122.976547,38.221254,96,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2016,3,"Fragaria chiloensis","Plant"
-122.976926,38.221673,9,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina",2016,3,"Ramalina leptocarpha","Fungi"
-122.976871,38.221695,20,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Niebla",2016,3,"Niebla cephalota","Fungi"
-122.976898,38.221716,36,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina",2016,3,"Ramalina menziesii","Fungi"
-122.986166,38.230257,115,"Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah",2016,3,"Marah fabacea","Plant"
-122.994406,38.239417,58,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,3,"Claytonia perfoliata","Plant"
-122.994318,38.239231,31,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",2016,3,"Nemophila menziesii","Plant"
-122.9511566162,38.1186294556,NA,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus",2016,3,"Calochortus tolmiei","Plant"
-122.9518416667,38.119625,NA,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Habronattus",2016,3,"Habronattus amicus","Invertebrate"
-122.901318859,38.141588875,28285,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Erysimum",2016,3,"Erysimum concinnum","Plant"
-122.9437679914,38.195456736,28285,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus",2016,3,"Lathyrus littoralis","Plant"
-122.9510033333,38.118515,NA,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Lomatium",2016,3,"Lomatium utriculatum","Plant"
-122.9510083333,38.1185816667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2016,3,"Triphysaria eriantha","Plant"
-122.9388883333,38.1228933333,23,"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura",2016,3,"Ischnura cervula","Invertebrate"
-122.941135,38.1218883333,NA,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2016,3,"Triphysaria pusilla","Plant"
-122.943875,38.1188316667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus",2016,3,"Ranunculus orthorhynchus","Plant"
-122.9629866501,38.027023715,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,3,"Rubus spectabilis","Plant"
-122.9401674216,38.1221492635,5,"Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",2016,3,"Sidalcea malviflora","Plant"
-122.941176016,38.1218185136,5,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Calandrinia",2016,3,"Calandrinia menziesii","Plant"
-122.9441067484,38.1186297443,5,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ranunculus",2016,3,"Ranunculus orthorhynchus","Plant"
-122.9451289215,38.1189837121,5,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Fritillaria",2016,3,"Fritillaria affinis","Plant"
-122.9451309332,38.118985598,5,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,3,"Claytonia perfoliata","Plant"
-122.9503417109,38.1199533726,5,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",2016,3,"Maianthemum racemosum","Plant"
-122.9496911076,38.1192155974,5,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",2016,3,"Maianthemum stellatum","Plant"
-122.9510030431,38.119178759,5,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Hydrocotyle",2016,3,"Hydrocotyle ranunculoides","Plant"
-122.9512363115,38.1191914576,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",2016,3,"Artemisia pycnocephala","Plant"
-122.9512408377,38.1192651764,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2016,3,"Fragaria chiloensis","Plant"
-122.9524908444,38.0514906466,28285,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus",2016,3,"Lathyrus littoralis","Plant"
-122.9540688918,38.1194846984,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia",2016,3,"Grindelia stricta","Plant"
-122.9509034661,38.118799394,5,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila",2016,3,"Nemophila menziesii","Plant"
-122.951046629,38.1185133197,5,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus",2016,3,"Calochortus tolmiei","Plant"
-122.9510496465,38.1185065303,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2016,3,"Triphysaria eriantha","Plant"
-122.9512772151,38.1185628567,5,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium",2016,3,"Sisyrinchium bellum","Plant"
-122.9511532468,38.118413114,5,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula",2016,3,"Sanicula arctopoides","Plant"
-122.909117,38.137054,208,"Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx",2016,3,"Lynx rufus","Mammal"
-122.899847,38.145189,208,"Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia",2016,3,"Gavia immer","Bird"
-122.899246,38.138776,208,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus",2016,3,"Calochortus tolmiei","Plant"
-122.997587,38.019317,10,"Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria",2016,3,"Elgaria coerulea","Herp"
-122.799705,38.0424083333,10,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis",2016,3,"Myosotis latifolia","Plant"
-122.9567396176,38.0806568312,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla",2016,4,"Potentilla anserina","Plant"
-122.9564179202,38.0805983255,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,4,"Rubus spectabilis","Plant"
-122.9570737203,38.0796056986,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2016,4,"Triphysaria eriantha","Plant"
-122.9578299356,38.0795391044,5,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Capsella",2016,4,"Capsella bursa-pastoris","Plant"
-122.9588697107,38.0803992972,5,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2016,4,"Iris douglasiana","Plant"
-122.9821654955,38.0187142453,28285,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helminthoglyptidae","Helminthoglypta",2016,4,"Helminthoglypta stiversiana","Invertebrate"
-122.9746262637,38.0775175151,5,"Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis",2016,4,"Camissoniopsis cheiranthifolia","Plant"
-122.9362778832,38.1235854188,5,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Calandrinia",2016,4,"Calandrinia menziesii","Plant"
-122.938437313,38.1233975385,5,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2016,4,"Eschscholzia californica","Plant"
-122.9406319467,38.1220668275,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Triphysaria",2016,4,"Triphysaria eriantha","Plant"
-122.9437256233,38.1188919722,5,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine",2016,4,"Cardamine californica","Plant"
-122.9436952808,38.1189275114,5,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,4,"Claytonia sibirica","Plant"
-122.9483111949,38.1188871106,5,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2016,4,"Iris douglasiana","Plant"
-122.9485649151,38.1189620449,5,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",2016,4,"Maianthemum stellatum","Plant"
-122.9498792813,38.1192147173,5,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia",2016,4,"Scrophularia californica","Plant"
-122.9509483931,38.1184963044,5,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus",2016,4,"Calochortus tolmiei","Plant"
-122.9511472956,38.1185110566,5,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula",2016,4,"Sanicula arctopoides","Plant"
-122.9514171929,38.1185992761,5,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Myrsinaceae","Anagallis",2016,4,"Anagallis arvensis","Plant"
-122.9511579407,38.1193953893,5,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2016,4,"Fragaria chiloensis","Plant"
-122.9202899928,38.1645821073,28285,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Layia",2016,4,"Layia carnosa","Plant"
-122.9571181444,38.1151688984,5,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cotula",2016,4,"Cotula coronopifolia","Plant"
-122.9315524238,38.0905439332,28285,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus",2016,4,"Lathyrus littoralis","Plant"
-122.9537948036,38.1093489239,5,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium",2016,4,"Sisyrinchium bellum","Plant"
-122.9535817356,38.1091676653,5,"Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis",2016,4,"Thamnophis elegans","Herp"
-122.9650430937,38.0211047666,28285,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Layia",2016,4,"Layia carnosa","Plant"
-122.9486515002,38.118912885,5,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Fritillaria",2016,4,"Fritillaria affinis","Plant"
-122.943159,38.119957,41,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena",2016,4,"Lycaena helloides","Invertebrate"
-122.9378819813,38.0528445735,28285,"Animalia","Chordata","Amphibia","Anura","Ranidae","Rana",2016,4,"Rana draytonii","Herp"
-122.9710063151,38.0791660658,28285,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Layia",2016,3,"Layia carnosa","Plant"
-122.95382,38.1216471667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia",2016,3,"Abronia latifolia","Plant"
-122.9540116667,38.1220555,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ericameria",2016,3,"Ericameria ericoides","Plant"
-122.948395,38.1189333333,NA,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Fritillaria",2016,3,"Fritillaria affinis","Plant"
-122.9994376199,38.0128164935,28285,"Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Erysimum",2016,3,"Erysimum concinnum","Plant"
-122.9505916667,38.1222221667,NA,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris",2016,3,"Agoseris apargioides","Plant"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah",2016,3,"Marah fabacea","Plant"
-122.923553,38.036519,5911,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia",2016,3,"Zonotrichia leucophrys","Bird"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Conium",2016,3,"Conium maculatum","Plant"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2016,3,"Eschscholzia californica","Plant"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea",2016,3,"Sidalcea malviflora","Plant"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Calandrinia",2016,3,"Calandrinia menziesii","Plant"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris",2016,3,"Iris douglasiana","Plant"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum",2016,3,"Maianthemum racemosum","Plant"
-122.923553,38.036519,5911,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2016,3,"Phyciodes mylitta","Invertebrate"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium",2016,3,"Cerastium arvense","Plant"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia",2016,3,"Claytonia perfoliata","Plant"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2016,3,"Fragaria chiloensis","Plant"
-122.923553,38.036519,5911,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela",2016,3,"Cicindela oregona","Invertebrate"
-122.923553,38.036519,5911,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia",2016,3,"Grindelia stricta","Plant"
