"FIPS","countyState","census2010","popEst2010","popEst2015","areaLand","areaWater"
"47087","Jackson County, Tennessee",11638,11577,11509,798545703,29019623
"47089","Jefferson County, Tennessee",51407,51608,53240,709858548,104186904
"47091","Johnson County, Tennessee",18244,18285,17830,773046157,11001626
"47093","Knox County, Tennessee",432226,433035,451324,1316271254,45715161
"47095","Lake County, Tennessee",7832,7820,7576,429379130,72802129
"47097","Lauderdale County, Tennessee",27815,27731,26936,1222453808,92173871
"47099","Lawrence County, Tennessee",41869,42005,42564,1598355330,2229584
"47101","Lewis County, Tennessee",12161,12151,11854,730608109,1031587
"47103","Lincoln County, Tennessee",33361,33420,33743,1477169515,990366
"47105","Loudon County, Tennessee",48556,48752,51130,593665426,47019542
"47107","McMinn County, Tennessee",52266,52185,52639,1114018337,5331264
"47109","McNairy County, Tennessee",26075,26054,26066,1457801922,1947871
"47111","Macon County, Tennessee",22248,22258,23177,795498380,246691
"47113","Madison County, Tennessee",98294,98252,97610,1442926509,3908964
"47115","Marion County, Tennessee",28237,28234,28487,1290227262,36501967
"47117","Marshall County, Tennessee",30617,30686,31552,972437127,1801806
"47119","Maury County, Tennessee",80956,81218,87757,1588021250,6319194
"47121","Meigs County, Tennessee",11753,11781,11830,505362806,56013385
"47123","Monroe County, Tennessee",44519,44631,45771,1646104693,44013070
"47125","Montgomery County, Tennessee",172331,173189,193479,1396461566,12050596
"47127","Moore County, Tennessee",6362,6356,6322,334684959,3093426
"47129","Morgan County, Tennessee",21987,22001,21498,1352440400,809723
"47131","Obion County, Tennessee",31807,31818,30639,1410839429,27916074
"47133","Overton County, Tennessee",22083,22091,22129,1122714642,3500016
"47135","Perry County, Tennessee",7915,7930,7929,1074148474,21084076
"47137","Pickett County, Tennessee",5077,5072,5146,422113383,29822854
"47139","Polk County, Tennessee",16825,16808,16773,1125806416,19834205
"47141","Putnam County, Tennessee",72321,72601,74553,1038852585,3784351
"47143","Rhea County, Tennessee",31809,31865,32526,816822960,54463425
"47145","Roane County, Tennessee",54181,54144,52753,934229744,88755772
"47147","Robertson County, Tennessee",66283,66330,68570,1233577495,451694
"47149","Rutherford County, Tennessee",262604,263781,298612,1604145428,12143221
"47151","Scott County, Tennessee",22228,22235,21950,1378642788,2414259
"47153","Sequatchie County, Tennessee",14112,14135,14811,688567749,481448
"47155","Sevier County, Tennessee",89889,90131,95946,1534567408,13514945
"47157","Shelby County, Tennessee",927644,928618,938069,1976612450,56576401
"47159","Smith County, Tennessee",19166,19135,19295,814004493,28706391
"47161","Stewart County, Tennessee",13324,13347,13259,1189659929,87232255
"47163","Sullivan County, Tennessee",156823,156833,156791,1070605281,42330294
"47165","Sumner County, Tennessee",160645,161288,175989,1371267673,35658276
"47167","Tipton County, Tennessee",61081,61147,61870,1187161824,38714600
"47169","Trousdale County, Tennessee",7870,7867,8042,295758787,6345335
"47171","Unicoi County, Tennessee",18313,18275,17860,482165202,850686
"47173","Union County, Tennessee",19109,19100,19119,578990181,61092965
"47175","Van Buren County, Tennessee",5548,5548,5677,708142475,2893424
"47177","Warren County, Tennessee",39839,39864,40435,1120635730,3508343
"47179","Washington County, Tennessee",122979,123338,126302,845539916,8632655
"47181","Wayne County, Tennessee",17021,16978,16748,1901310603,4023299
"47183","Weakley County, Tennessee",35021,35031,33960,1503135455,3679548
"47185","White County, Tennessee",25841,25836,26521,975578971,7128063
"47187","Williamson County, Tennessee",183182,184068,211672,1508925443,3028823
"47189","Wilson County, Tennessee",113993,114620,128911,1478433235,32037460
"48001","Anderson County, Texas",58458,58485,57580,2752126295,39884082
"48003","Andrews County, Texas",14786,14835,18105,3886829704,957046
"48005","Angelina County, Texas",86771,86917,88255,2066235308,173343492
"48007","Aransas County, Texas",23158,23200,25350,652868851,714621093
"48009","Archer County, Texas",9054,9108,8715,2339043608,57777594
"48011","Armstrong County, Texas",1901,1899,1947,2354581881,12219756
"48013","Atascosa County, Texas",44911,44964,48435,3158604888,4995763
"48015","Austin County, Texas",28417,28379,29563,1674448899,25577195
"48017","Bailey County, Texas",7165,7154,7210,2141394831,1771770
"48019","Bandera County, Texas",20485,20551,21269,2048578865,17288401
"48021","Bastrop County, Texas",74171,74329,80527,2300298811,19154980
"48023","Baylor County, Texas",3726,3717,3618,2246766775,86983599
"48025","Bee County, Texas",31861,31886,32874,2279809490,246410
"48027","Bell County, Texas",310235,312978,334941,2722118322,95364952
"48029","Bexar County, Texas",1714773,1722989,1897753,3211119983,42127509
"48031","Blanco County, Texas",10497,10503,11004,1836951743,10814611
"48033","Borden County, Texas",641,643,648,2324365341,22297741
"48035","Bosque County, Texas",18212,18258,17891,2545902347,50672066
"48037","Bowie County, Texas",92565,92675,93389,2292153748,98320026
"48039","Brazoria County, Texas",313166,314498,346312,3516429692,649792694
"48041","Brazos County, Texas",194851,195686,215037,1516296157,15002941
"48043","Brewster County, Texas",9232,9271,9145,16015795085,22064004
"48045","Briscoe County, Texas",1637,1631,1505,2330990994,4068667
"48047","Brooks County, Texas",7223,7199,7230,2443301936,741628
"48049","Brown County, Texas",38106,38117,37896,2446070964,32428770
"48051","Burleson County, Texas",17187,17216,17460,1706870641,46064657
"48053","Burnet County, Texas",42750,42763,45463,2575116582,69940565
"48055","Caldwell County, Texas",38066,38104,40522,1412208030,4933872
"48057","Calhoun County, Texas",21381,21327,21895,1312710613,1361907833
"48059","Callahan County, Texas",13544,13518,13557,2329363248,4898788
"48061","Cameron County, Texas",406220,407626,422156,2307478146,998531503
"48063","Camp County, Texas",12401,12412,12682,507188128,19183611
"48065","Carson County, Texas",6182,6164,5969,2383359553,10064255
"48067","Cass County, Texas",30464,30430,30313,2426723555,60499735
"48069","Castro County, Texas",8062,8110,7656,2316572704,12585110
"48071","Chambers County, Texas",35096,35422,38863,1546578832,709774725
"48073","Cherokee County, Texas",50845,50915,51542,2727030862,24032104
"48075","Childress County, Texas",7041,7063,7088,1803680222,44835136
"48077","Clay County, Texas",10752,10732,10360,2819774443,72604292
"48079","Cochran County, Texas",3127,3137,2953,2007629814,229068
"48081","Coke County, Texas",3320,3319,3238,2360695668,42789532
"48083","Coleman County, Texas",8895,8878,8338,3268424436,50472266
"48085","Collin County, Texas",782341,788629,914127,2178761906,116235513
"48087","Collingsworth County, Texas",3057,3055,3044,2378750619,2279238
"48089","Colorado County, Texas",20874,20884,20870,2487097169,34737183
"48091","Comal County, Texas",108472,109299,129048,1449037063,39890210
"48093","Comanche County, Texas",13974,13963,13430,2428770746,25718019
"48095","Concho County, Texas",4087,4098,4081,2548028356,25624151
"48097","Cooke County, Texas",38437,38456,39229,2265615780,61333893
"48099","Coryell County, Texas",75388,75604,75503,2724838887,12145955
"48101","Cottle County, Texas",1505,1506,1426,2332448314,2724070
"48103","Crane County, Texas",4375,4380,5048,2033318846,1696040
"48105","Crockett County, Texas",3719,3709,3710,7270944161,53329
"48107","Crosby County, Texas",6059,6045,5977,2331501397,3873555
"48109","Culberson County, Texas",2398,2399,2236,9875100057,556184
"48111","Dallam County, Texas",6703,6744,7121,3893423598,5182951
"48113","Dallas County, Texas",2368139,2373464,2553385,2256602704,96696353
"48115","Dawson County, Texas",13833,13835,13520,2331781493,4720787
"48117","Deaf Smith County, Texas",19372,19446,18952,3876869424,3926829
"48119","Delta County, Texas",5231,5238,5217,665173912,54666393
"48121","Denton County, Texas",662614,666962,780612,2275129231,193070701
"48123","DeWitt County, Texas",20097,20058,20797,2354235330,3919957
"48125","Dickens County, Texas",2444,2445,2206,2335454793,9057830
"48127","Dimmit County, Texas",9996,10036,10980,3441794213,14576915
"48129","Donley County, Texas",3677,3731,3499,2400623352,15954077
"48131","Duval County, Texas",11782,11721,11388,4645094317,5478267
"48133","Eastland County, Texas",18583,18589,18171,2399599329,14047789
"48135","Ector County, Texas",137130,137078,159436,2324999033,10597635
"48137","Edwards County, Texas",2002,1997,1894,5485225839,5199824
"48139","Ellis County, Texas",149610,150376,163632,2422900216,42114894
"48141","El Paso County, Texas",800647,803638,835593,2622862905,5871209
"48143","Erath County, Texas",37890,37887,41122,2805141510,17445041
"48145","Falls County, Texas",17866,17882,17142,1982590781,21648086
"48147","Fannin County, Texas",33915,33912,33693,2307256396,20841602
"48149","Fayette County, Texas",24554,24528,25110,2460509670,25381852
"48151","Fisher County, Texas",3974,3954,3827,2328245716,7284133
"48153","Floyd County, Texas",6446,6405,5901,2569637321,983740
"48155","Foard County, Texas",1336,1338,1220,1824378528,8514811
"48157","Fort Bend County, Texas",585375,590581,716087,2231225129,61796736
"48159","Franklin County, Texas",10605,10600,10651,736568975,26876088
"48161","Freestone County, Texas",19816,19810,19691,2273333089,36915821
"48163","Frio County, Texas",17217,17246,18793,2935750557,2193798
"48165","Gaines County, Texas",17526,17570,20051,3891133239,1262945
"48167","Galveston County, Texas",291309,292538,322225,979943275,1283210753
"48169","Garza County, Texas",6461,6468,6415,2313926862,7219081
"48171","Gillespie County, Texas",24837,24876,25963,2740760701,8978625
"48173","Glasscock County, Texas",1226,1231,1315,2331553028,2245419
"48175","Goliad County, Texas",7210,7223,7531,2206706631,19049578
"48177","Gonzales County, Texas",19807,19795,20573,2762708316,8200952
"48179","Gray County, Texas",22535,22459,23210,2398261524,8700871
"48181","Grayson County, Texas",120877,121042,125467,2415950507,120105690
"48183","Gregg County, Texas",121730,122015,124108,707850624,6372935
"48185","Grimes County, Texas",26604,26614,27512,2039510046,36633143
"48187","Guadalupe County, Texas",131533,132560,151249,1842257555,9104439
"48189","Hale County, Texas",36273,36346,34360,2602115719,246684
"48191","Hall County, Texas",3353,3352,3138,2288233552,53366406
"48193","Hamilton County, Texas",8517,8488,8159,2165007849,1238631
"48195","Hansford County, Texas",5613,5602,5610,2382296710,1548341
"48197","Hardeman County, Texas",4139,4156,3840,1800337037,4549262
"48199","Hardin County, Texas",54635,54811,55865,2306558884,18091499
"48201","Harris County, Texas",4092459,4108187,4538028,4411986582,191671993
"48203","Harrison County, Texas",65631,65704,66746,2330861809,40928811
"48205","Hartley County, Texas",6062,6055,6193,3786647934,3024145
"48207","Haskell County, Texas",5899,5880,5737,2339099141,18471286
"48209","Hays County, Texas",157107,158275,194739,1755954943,5037790
"48211","Hemphill County, Texas",3807,3797,4264,2347270276,15205614
"48213","Henderson County, Texas",78532,78656,79545,2262997188,193170040
"48215","Hidalgo County, Texas",774769,779143,842304,4068521768,31191087
"48217","Hill County, Texas",35089,35129,34855,2483445279,69557248
"48219","Hockley County, Texas",22935,22858,23433,2352723875,446121
"48221","Hood County, Texas",51182,51282,55423,1089456081,41924572
"48223","Hopkins County, Texas",35161,35202,36223,1986971988,66297428
"48225","Houston County, Texas",23732,23693,22785,3188040155,14673927
"48227","Howard County, Texas",35012,35009,37206,2333038341,8841951
"48229","Hudspeth County, Texas",3476,3464,3379,11838791961,2191046
"48231","Hunt County, Texas",86129,86337,89844,2176414426,108014750
"48233","Hutchinson County, Texas",22150,22204,21734,2298404081,19511584
"48235","Irion County, Texas",1599,1609,1554,2723534675,176316
"48237","Jack County, Texas",9044,9014,8878,2358603193,24512768
"48239","Jackson County, Texas",14075,14077,14816,2148225451,71061093
"48241","Jasper County, Texas",35710,35799,35506,2431597700,79907584
"48243","Jeff Davis County, Texas",2342,2345,2156,5865171164,206209
"48245","Jefferson County, Texas",252273,252451,254308,2269593704,612154349
"48247","Jim Hogg County, Texas",5300,5286,5200,2942584159,92564
"48249","Jim Wells County, Texas",40838,40892,41382,2240251330,8739521
"48251","Johnson County, Texas",150934,151259,159990,1876943426,25308620
"48253","Jones County, Texas",20202,20223,19970,2404944484,22229321
"48255","Karnes County, Texas",14824,14861,14975,1936160430,15519492
"48257","Kaufman County, Texas",103350,103882,114690,2022000741,69829915
"48259","Kendall County, Texas",33410,33645,40384,1715745632,1496809
"48261","Kenedy County, Texas",416,418,407,3777053964,1262537526
"48263","Kent County, Texas",808,809,764,2337481857,1065244
"48265","Kerr County, Texas",49625,49648,50955,2857580696,10250172
"48267","Kimble County, Texas",4607,4589,4388,3240040898,493622
"48269","King County, Texas",286,288,282,2359146771,6398129
"48271","Kinney County, Texas",3598,3595,3549,3522525947,13125082
"48273","Kleberg County, Texas",32061,32058,31857,2282577985,541040924
"48275","Knox County, Texas",3719,3723,3860,2203097010,12577629
"48277","Lamar County, Texas",49793,49812,49440,2349611989,67113408
"48279","Lamb County, Texas",13977,14000,13385,2631897591,3973761
"48281","Lampasas County, Texas",19677,19755,20588,1846247052,2833441
"48283","La Salle County, Texas",6886,6901,7631,3850510690,19539281
"48285","Lavaca County, Texas",19263,19241,19836,2511532178,1885412
"48287","Lee County, Texas",16612,16604,16898,1629142826,13168645
"48289","Leon County, Texas",16801,16745,17086,2779447286,19343049
"48291","Liberty County, Texas",75643,75857,79654,3000284900,46411807
"48293","Limestone County, Texas",23384,23467,23320,2344684360,72198941
"48295","Lipscomb County, Texas",3302,3284,3569,2414332816,298741
"48297","Live Oak County, Texas",11531,11547,12229,2692800935,101483813
"48299","Llano County, Texas",19301,19343,19796,2419137915,82419109
"48301","Loving County, Texas",82,83,112,1732507837,20151864
"48303","Lubbock County, Texas",278831,280256,299453,2319591231,13211521
"48305","Lynn County, Texas",5915,5902,5724,2309924936,4169699
"48307","McCulloch County, Texas",8283,8226,8341,2759886938,20285000
"48309","McLennan County, Texas",234906,235939,245671,2686079968,59905775
"48311","McMullen County, Texas",707,712,820,2951100162,44960041
"48313","Madison County, Texas",13664,13742,14065,1207102873,16493751
"48315","Marion County, Texas",10546,10497,10160,986475529,102154831
"48317","Martin County, Texas",4799,4816,5641,2369694111,1931847
"48319","Mason County, Texas",4012,4015,4032,2405588947,8834406
"48321","Matagorda County, Texas",36702,36705,36770,2849700666,1326679773
"48323","Maverick County, Texas",54258,54487,57706,3313264152,32425873
"48325","Medina County, Texas",46006,46132,48417,3432656186,23769485
"48327","Menard County, Texas",2242,2236,2164,2336245942,613559
"48329","Midland County, Texas",136872,136990,161077,2331764835,4533910
"48331","Milam County, Texas",24757,24687,24513,2633837445,12538897
"48333","Mills County, Texas",4936,4950,4900,1937987484,3902577
"48335","Mitchell County, Texas",9403,9417,9067,2359711652,12489897
"48337","Montague County, Texas",19719,19713,19262,2411034772,19087292
"48339","Montgomery County, Texas",455746,459336,537559,2698080682,91022528
"48341","Moore County, Texas",21904,22001,22255,2330188778,25718171
"48343","Morris County, Texas",12934,12915,12516,652637107,17394113
"48345","Motley County, Texas",1210,1210,1148,2562954830,642801
"48347","Nacogdoches County, Texas",64524,64667,65664,2451520148,89745988
"48349","Navarro County, Texas",47735,47852,48323,2614922711,197639165
"48351","Newton County, Texas",14445,14429,13986,2418212417,15672105
"48353","Nolan County, Texas",15216,15246,15107,2362061553,5052677
"48355","Nueces County, Texas",340223,340314,359715,2171658351,847226454
"48357","Ochiltree County, Texas",10223,10173,10747,2376642415,1331778
"48359","Oldham County, Texas",2052,2050,2069,3886363298,2338030
"48361","Orange County, Texas",81837,82010,84260,864197805,118779621
"48363","Palo Pinto County, Texas",28111,28060,27895,2465126895,87327962
"48365","Panola County, Texas",23796,23785,23766,2076521423,50644794
"48367","Parker County, Texas",116927,117328,126042,2339997883,17135889
"48369","Parmer County, Texas",10269,10274,9749,2281204393,11344140
"48371","Pecos County, Texas",15507,15529,16203,12338306457,2532276
"48373","Polk County, Texas",45413,45477,46972,2737858277,136147278
"48375","Potter County, Texas",121073,121415,121802,2352666798,35275220
"48377","Presidio County, Texas",7818,7876,6876,9985016638,1773160
"48379","Rains County, Texas",10914,10930,11161,594278071,76082424
"48381","Randall County, Texas",120725,121197,130269,2360887059,28191926
"48383","Reagan County, Texas",3367,3348,3792,3044015959,1792716
"48385","Real County, Texas",3309,3320,3307,1810906179,2346315
"48387","Red River County, Texas",12860,12854,12455,2684724244,52208060
"48389","Reeves County, Texas",13783,13816,14732,6825588429,17396749
"48391","Refugio County, Texas",7383,7360,7289,1995440836,123798787
"48393","Roberts County, Texas",929,925,916,2393298505,346847
"48395","Robertson County, Texas",16622,16571,16659,2216209138,25046086
"48397","Rockwall County, Texas",78337,78960,90861,329020647,56154384
"48399","Runnels County, Texas",10501,10505,10551,2721933935,15930080
"48401","Rusk County, Texas",53330,53338,53070,2393217679,37244181
"48403","Sabine County, Texas",10834,10865,10368,1272694571,220821460
"48405","San Augustine County, Texas",8865,8846,8473,1374395555,159647152
"48407","San Jacinto County, Texas",26384,26445,27413,1474331589,151948930
"48409","San Patricio County, Texas",64804,64483,67357,1796028941,37539463
"48411","San Saba County, Texas",6131,6133,5901,2940404691,8072103
"48413","Schleicher County, Texas",3461,3500,3211,3394517068,87401
"48415","Scurry County, Texas",16921,16940,17615,2345088415,5439993
"48417","Shackelford County, Texas",3378,3368,3350,2367989977,3268197
"48419","Shelby County, Texas",25448,25436,25402,2060551461,101096376
"48421","Sherman County, Texas",3034,3027,3072,2390650564,428754
"48423","Smith County, Texas",209714,210470,222936,2386555662,73211865
"48425","Somervell County, Texas",8490,8499,8739,482937084,14222771
"48427","Starr County, Texas",60968,61172,63795,3168018574,15302285
"48429","Stephens County, Texas",9630,9607,9440,2322492721,64133847
"48431","Sterling County, Texas",1143,1138,1352,2391727824,167453
"48433","Stonewall County, Texas",1490,1495,1410,2373240591,10177654
"48435","Sutton County, Texas",4128,4060,3913,3765651337,1277067
"48437","Swisher County, Texas",7854,7891,7533,2305501907,27278704
"48439","Tarrant County, Texas",1809034,1816528,1982498,2236735560,100223390
"48441","Taylor County, Texas",131506,131868,136051,2371267567,9721168
"48443","Terrell County, Texas",984,1009,837,6107258291,105938
"48445","Terry County, Texas",12651,12663,12739,2302083249,5443913
"48447","Throckmorton County, Texas",1641,1632,1579,2363499284,7586203
"48449","Titus County, Texas",32334,32401,32623,1051675541,50735856
"48451","Tom Green County, Texas",110224,110676,118105,3941889598,48104792
"48453","Travis County, Texas",1024266,1030431,1176558,2564612388,84967219
"48455","Trinity County, Texas",14585,14710,14402,1796435449,52733267
"48457","Tyler County, Texas",21766,21760,21347,2394445956,28806206
"48459","Upshur County, Texas",39309,39379,40603,1509825676,24998197
"48461","Upton County, Texas",3355,3343,3651,3215013323,464312
"48463","Uvalde County, Texas",26405,26447,27245,4019520455,17322264
"48465","Val Verde County, Texas",48879,49011,48988,8144863995,227711342
"48467","Van Zandt County, Texas",52579,52623,53547,2182211358,44167094
"48469","Victoria County, Texas",86793,86860,92382,2284739169,17334151
"48471","Walker County, Texas",67861,68213,70699,2030987606,44898006
"48473","Waller County, Texas",43205,43455,48656,1329777937,11365575
"48475","Ward County, Texas",10658,10604,11721,2164200161,624207
"48477","Washington County, Texas",33718,33726,34765,1564232347,46094330
"48479","Webb County, Texas",250304,251337,269721,8706199011,36537745
"48481","Wharton County, Texas",41280,41312,41486,2813115336,21289070
"48483","Wheeler County, Texas",5410,5396,5657,2368603566,2481251
"48485","Wichita County, Texas",131500,131809,131705,1625932680,13830886
"48487","Wilbarger County, Texas",13535,13502,13027,2514474467,18257915
"48489","Willacy County, Texas",22134,22201,21903,1529528675,501715776
"48491","Williamson County, Texas",422679,426488,508514,2896391221,41793130
"48493","Wilson County, Texas",42918,43075,47520,2081658340,12115898
"48495","Winkler County, Texas",7110,7080,8005,2178456075,414376
"48497","Wise County, Texas",59127,59108,62953,2342442771,47038683
"48499","Wood County, Texas",41964,42007,43356,1671149162,130753910
"48501","Yoakum County, Texas",7879,7845,8546,2071234660,34329
"48503","Young County, Texas",18550,18543,18270,2368460066,42451698
"48505","Zapata County, Texas",14018,14075,14374,2585876105,154370954
"48507","Zavala County, Texas",11677,11711,12235,3360266896,11209840
"49001","Beaver County, Utah",6629,6653,6354,6707757757,5330823
"49003","Box Elder County, Utah",49975,50160,52097,14880907163,2547942103
"49005","Cache County, Utah",112656,113367,120783,3016851000,21264707
"49007","Carbon County, Utah",21403,21421,20479,3829279233,15773974
"49009","Daggett County, Utah",1059,1074,1109,1805167690,61461652
"49011","Davis County, Utah",306479,307929,336043,773832198,868122919
"49013","Duchesne County, Utah",18607,18631,20862,8394008306,38788291
"49015","Emery County, Utah",10976,10992,10370,11557340590,24591482
"49017","Garfield County, Utah",5172,5185,5009,13403502531,85795383
"49019","Grand County, Utah",9225,9306,9516,9509252821,31439319
"49021","Iron County, Utah",46163,46267,48368,8538363871,11393799
"49023","Juab County, Utah",10246,10259,10594,8785958124,36571957
"49025","Kane County, Utah",7125,7139,7131,10334644139,306367710
"49027","Millard County, Utah",12503,12514,12645,17022500900,661655253
"49029","Morgan County, Utah",9469,9528,11065,1577810469,4427355
"49031","Piute County, Utah",1556,1556,1517,1962668913,20528115
"49033","Rich County, Utah",2264,2251,2311,2664514120,149136058
"49035","Salt Lake County, Utah",1029655,1033182,1107314,1922501205,168569885
"49037","San Juan County, Utah",14746,14826,15772,20253675635,293096059
"49039","Sanpete County, Utah",27822,27879,28778,4118475669,32075864
"49041","Sevier County, Utah",20802,20812,20984,4948372346,20259931
"49043","Summit County, Utah",36324,36512,39633,4847710464,26571027
"49045","Tooele County, Utah",58218,58517,62952,17978017875,892840669
"49047","Uintah County, Utah",32588,32444,37928,11602350635,56186719
"49049","Utah County, Utah",516564,520011,575205,5188922666,364307082
"49051","Wasatch County, Utah",23530,23639,29161,3044533262,78953594
"49053","Washington County, Utah",138115,138424,155602,6284236933,9307859
"49055","Wayne County, Utah",2778,2765,2692,6373122094,15054792
"49057","Weber County, Utah",231236,232183,243645,1492050864,215752373
"50001","Addison County, Vermont",36821,36820,37035,1984773428,107309272
"50003","Bennington County, Vermont",37125,37105,36317,1748190656,6931622
"50005","Caledonia County, Vermont",31227,31181,30780,1680549138,22462605
"50007","Chittenden County, Vermont",156545,156805,161382,1389731195,214245176
"50009","Essex County, Vermont",6306,6302,6163,1718710619,30291452
"50011","Franklin County, Vermont",47746,47797,48799,1641291023,150933050
"50013","Grand Isle County, Vermont",6970,6952,6861,211890629,292297787
"50015","Lamoille County, Vermont",24475,24537,25235,1188278167,12661498
"50017","Orange County, Vermont",28936,28952,28899,1779407245,13552112
"50019","Orleans County, Vermont",27231,27246,27100,1795556430,72249285
"50021","Rutland County, Vermont",61642,61585,59736,2408224790,38744350
"50023","Washington County, Vermont",59534,59570,58612,1779926134,21213229
"50025","Windham County, Vermont",44513,44509,43386,2033930747,33055836
"50027","Windsor County, Vermont",56670,56623,55737,2510570288,19288908
"51001","Accomack County, Virginia",33164,33165,32973,1164189289,2228794013
"51003","Albemarle County, Virginia",98970,99236,105703,1866599905,14035672
"51005","Alleghany County, Virginia",16250,16211,15677,1153727336,8535515
"51007","Amelia County, Virginia",12690,12742,12903,920142596,8424838
"51009","Amherst County, Virginia",32353,32385,31914,1227484444,12730183
"51011","Appomattox County, Virginia",14973,15035,15414,863744566,3204517
"51013","Arlington County, Virginia",207627,209429,229164,67273573,244125
"51015","Augusta County, Virginia",73750,73478,74314,2504515631,9987990
"51017","Bath County, Virginia",4731,4712,4470,1370512659,14049862
"51019","Bedford County, Virginia",68676,74997,77724,1968129140,42105197
"51021","Bland County, Virginia",6824,6810,6561,926503435,2598063
"51023","Botetourt County, Virginia",33148,33182,33347,1401706839,12195597
"51025","Brunswick County, Virginia",17434,17413,16698,1466381601,8317961
"51027","Buchanan County, Virginia",24098,24040,22776,1302149008,2798065
"51029","Buckingham County, Virginia",17146,17111,17032,1501304577,10098910
"51031","Campbell County, Virginia",54842,54934,55086,1305008854,8962147
"51033","Caroline County, Virginia",28545,28643,29984,1366252458,24233022
"51035","Carroll County, Virginia",30042,30086,29724,1229441060,7648352
"51036","Charles City County, Virginia",7256,7271,7040,473494077,55490534
"51037","Charlotte County, Virginia",12586,12547,12201,1230945745,5827738
"51041","Chesterfield County, Virginia",316236,317312,335687,1096334108,35372995
"51043","Clarke County, Virginia",14034,14038,14363,456297605,5658686
"51045","Craig County, Virginia",5190,5176,5211,853489575,2798854
"51047","Culpeper County, Virginia",46689,46848,49432,982210871,8572037
"51049","Cumberland County, Virginia",10052,10044,9719,770419651,5931713
"51051","Dickenson County, Virginia",15903,15870,15115,856074924,8106974
"51053","Dinwiddie County, Virginia",28001,28019,27852,1304619086,9001586
"51057","Essex County, Virginia",11151,11147,11130,665944393,74793611
"51059","Fairfax County, Virginia",1081726,1086835,1142234,1012604465,39567297
"51061","Fauquier County, Virginia",65203,65481,68782,1676885536,9779829
"51063","Floyd County, Virginia",15279,15355,15651,985283867,2257557
"51065","Fluvanna County, Virginia",25691,25760,26235,740750095,10731289
"51067","Franklin County, Virginia",56159,56202,56264,1788195297,54706602
"51069","Frederick County, Virginia",78305,78584,83199,1070949703,5207928
"51071","Giles County, Virginia",17286,17317,16708,921469073,12017000
"51073","Gloucester County, Virginia",36858,36939,37143,564116907,181748785
"51075","Goochland County, Virginia",21717,21739,22253,728861838,21988018
"51077","Grayson County, Virginia",15533,15496,16012,1145227587,9790865
"51079","Greene County, Virginia",18403,18480,19162,404675804,1706935
"51081","Greensville County, Virginia",12243,12213,11885,764632769,4093693
"51083","Halifax County, Virginia",36241,36154,35125,2118193284,30547676
"51085","Hanover County, Virginia",99863,99937,103227,1213502928,13648770
"51087","Henrico County, Virginia",306935,307639,325155,605271846,29034990
"51089","Henry County, Virginia",54151,54116,51881,990240760,5299482
"51091","Highland County, Virginia",2321,2294,2214,1075249079,1805636
"51093","Isle of Wight County, Virginia",35270,35310,36314,817432028,122288802
"51095","James City County, Virginia",67009,67740,73147,368909132,95320887
"51097","King and Queen County, Virginia",6945,6970,7158,816203901,28872700
"51099","King George County, Virginia",23584,23680,25515,465255721,21034751
"51101","King William County, Virginia",15935,15986,16269,709504582,30285503
"51103","Lancaster County, Virginia",11391,11371,10965,345115848,254201621
"51105","Lee County, Virginia",25587,25532,24742,1127987182,4897841
"51107","Loudoun County, Virginia",312311,315600,375629,1335297272,14445102
"51109","Louisa County, Virginia",33153,33360,34602,1285411656,37739413
"51111","Lunenburg County, Virginia",12914,12905,12299,1118054299,1795027
"51113","Madison County, Virginia",13308,13287,13134,830565702,3085790
"51115","Mathews County, Virginia",8978,8960,8862,222555448,430023616
"51117","Mecklenburg County, Virginia",32727,32701,31081,1619998831,139194241
"51119","Middlesex County, Virginia",10959,10971,10606,337492226,208378288
"51121","Montgomery County, Virginia",94392,94597,97653,1002361193,5830296
"51125","Nelson County, Virginia",15020,14992,14785,1219510167,8934492
"51127","New Kent County, Virginia",18429,18559,20392,543196546,35592371
"51131","Northampton County, Virginia",12389,12388,12155,548073024,1511612271
"51133","Northumberland County, Virginia",12330,12347,12232,495452184,244302267
"51135","Nottoway County, Virginia",15853,15833,15673,814271729,4291758
"51137","Orange County, Virginia",33481,33481,35385,882624058,6426574
"51139","Page County, Virginia",24042,24053,23726,805112691,8338367
"51141","Patrick County, Virginia",18490,18470,18045,1251212174,7165464
"51143","Pittsylvania County, Virginia",63506,63611,62194,2509545576,23916652
"51145","Powhatan County, Virginia",28046,28100,28031,673969480,5505282
"51147","Prince Edward County, Virginia",23368,23357,22952,906392425,10040456
"51149","Prince George County, Virginia",35725,35649,37862,686749234,43215046
"51153","Prince William County, Virginia",402002,406371,451721,871276091,31269436
"51155","Pulaski County, Virginia",34872,34806,34332,828427584,25216023
"51157","Rappahannock County, Virginia",7373,7501,7378,689525028,2068623
"51159","Richmond County, Virginia",9254,9270,8908,495962821,64400119
"51161","Roanoke County, Virginia",92376,92405,94409,648838102,1887387
"51163","Rockbridge County, Virginia",22307,22295,22354,1547668571,8841414
"51165","Rockingham County, Virginia",76314,76367,78593,2199121564,11060921
"51167","Russell County, Virginia",28897,28856,27891,1227192858,7593794
"51169","Scott County, Virginia",23177,23133,22126,1387017232,8052092
"51171","Shenandoah County, Virginia",41993,42059,43190,1317722983,8801811
"51173","Smyth County, Virginia",32208,32187,31470,1167897823,3526059
"51175","Southampton County, Virginia",18570,18630,18109,1551777074,8248296
