"decimalLongitude","decimalLatitude","id","recordedBy","userNumber","eventDate","eventTime","dateIdentified","verbatimLocality","coordinateUncertaintyInMeters","informationWithheld","identificationID","original.inat.taxonID","scientificName","taxonRank","kingdom","phylum","class","order","family","genus","year","month","hour","PARK_CODE","PARK_NAME","PARK_TYPE","IN_PARK","speciesFixed","category"
-122.9516191,38.0739634,3590754,"Liam O'Brien",1198,2016-07-01,"17:55:00Z",2016-07-02,"Bull Point Trail, Point Reyes Station, CA, United States",NA,"",6873645,60954,"Cirsium quercetorum","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,7,17,"PORE","Point Reyes","National Seashore",TRUE,"Cirsium quercetorum","Plant"
-122.9516191,38.0739634,3590797,"Liam O'Brien",1198,2016-07-01,"18:00:00Z",2016-07-02,"Bull Point Trail, Point Reyes Station, CA, United States",NA,"",6873685,48014,"Mimulus guttatus","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Mimulus guttatus","Plant"
-122.9516191,38.0739634,3590834,"Liam O'Brien",1198,2016-07-01,"18:14:00Z",2016-07-02,"Bull Point Trail, Point Reyes Station, CA, United States",NA,"",6873746,50614,"Lupinus bicolor","species","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Lupinus bicolor","Plant"
-122.9516191,38.0739634,3591091,"Liam O'Brien",1198,2016-07-01,"18:28:00Z",2016-07-02,"Bull Point Trail, Point Reyes Station, CA, United States",NA,"",6880240,57128,"Brodiaea terrestris","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Brodiaea",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Brodiaea terrestris","Plant"
-122.9516191,38.0739634,3591092,"Liam O'Brien",1198,2016-07-01,"18:31:00Z",2016-07-02,"Bull Point Trail, Point Reyes Station, CA, United States",NA,"",6874141,9981,"Passerculus sandwichensis","species","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerculus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Passerculus sandwichensis","Bird"
-122.9516191,38.0739634,3591094,"Liam O'Brien",1198,2016-07-01,"18:52:00Z",2016-07-02,"Bull Point Trail, Point Reyes Station, CA, United States",NA,"",6874143,145310,"Spinus tristis","species","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Spinus tristis","Bird"
-122.9056835175,38.0995773871,3591261,"Liam O'Brien",1198,2016-07-01,"20:44:00Z",2016-07-02,"Marin County, CA, USA",244,"",6874336,48505,"Junonia coenia","species","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Junonia coenia","Invertebrate"
-122.9046535492,38.0993072123,3591262,"Liam O'Brien",1198,2016-07-01,"20:54:00Z",2016-07-02,"Marin County, CA, USA",244,"",6874337,51555,"Sympetrum illotum","species","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Sympetrum illotum","Invertebrate"
-122.9568466667,38.0824445,3591295,"Liam O'Brien",1198,2016-07-01,"19:56:11Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",6896421,53050,"Epilobium ciliatum","species","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Epilobium",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Epilobium ciliatum","Plant"
-122.902795,38.1272195,3591771,"Liam O'Brien",1198,2016-07-01,"21:31:35Z",2016-07-02,"Tomales Bay State Park, Inverness, CA, US",NA,"",6874905,78847,"Rhododendron columbianum","species","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron",2016,7,21,"PORE","Point Reyes","National Seashore",TRUE,"Rhododendron columbianum","Plant"
-122.9543133333,38.0815583333,3592109,"Liam O'Brien",1198,2016-07-01,"18:08:09Z",2016-08-16,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",7535829,53157,"Navarretia squarrosa","species","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Navarretia",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Navarretia squarrosa","Plant"
-122.9563616667,38.0807278333,3592474,"Liam O'Brien",1198,2016-07-01,"17:58:30Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",NA,"",6883714,60950,"Eryngium armatum","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Eryngium",2016,7,17,"PORE","Point Reyes","National Seashore",TRUE,"Eryngium armatum","Plant"
-122.9011533333,38.1287583333,3592632,"Liam O'Brien",1198,2016-07-01,"21:38:20Z",2016-12-23,"Tomales Bay State Park, Inverness, CA, US",NA,"",9656887,520456,"Icaricia acmon","species","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Icaricia",2016,7,21,"PORE","Point Reyes","National Seashore",TRUE,"Icaricia acmon","Invertebrate"
-122.781975,37.9582666667,3592899,"Raphaela E. Floreani Buzbee",17491,2016-06-30,"20:14:31Z",2016-07-02,"Point Reyes National Seashore, Marin County, US-CA, US",500,"",6876204,57148,"Clarkia rubicunda","species","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Clarkia",2016,6,20,"PORE","Point Reyes","National Seashore",TRUE,"Clarkia rubicunda","Plant"
-122.8932005,38.1324975,3593171,"Liam O'Brien",1198,2016-07-01,"22:39:00Z",2016-07-02,"Hearts Desire Beach, Inverness, CA, United States",NA,"",6876481,52484,"Celastrina echo","species","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina",2016,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Celastrina echo","Invertebrate"
-122.9021269,38.126516,3593303,"Liam O'Brien",1198,2016-07-01,"22:20:00Z",2016-07-02,"Tomales Bay State Park, Inverness, CA, United States",NA,"",6876618,59176,"Phyciodes mylitta","species","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phyciodes",2016,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Phyciodes mylitta","Invertebrate"
-122.9021269,38.126516,3593434,"Liam O'Brien",1198,2016-07-01,"22:15:00Z",2016-07-02,"Tomales Bay State Park, Inverness, CA, United States",NA,"",6876759,56644,"Polygonia satyrus","species","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia",2016,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Polygonia satyrus","Invertebrate"
-122.9751616676,38.0171463951,3593574,"Liam O'Brien",1198,2016-07-01,"22:02:00Z",2016-07-02,"California, US",28285,"Coordinate uncertainty increased to 28285m to protect threatened taxon",6876903,16110,"Contopus cooperi","species","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Contopus",2016,7,22,"PORE","Point Reyes","National Seashore",TRUE,"Contopus cooperi","Bird"
-122.9021269,38.126516,3593724,"Liam O'Brien",1198,2016-07-01,"21:51:00Z",2016-07-03,"Tomales Bay State Park, Inverness, CA, United States",NA,"",6883861,113521,"Sympetrum pallipes","species","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum",2016,7,21,"PORE","Point Reyes","National Seashore",TRUE,"Sympetrum pallipes","Invertebrate"
-122.9021269,38.126516,3593906,"Liam O'Brien",1198,2016-07-01,"21:49:00Z",2016-07-02,"Tomales Bay State Park, Inverness, CA, United States",NA,"",6877247,84369,"Libellula forensis","species","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Libellula",2016,7,21,"PORE","Point Reyes","National Seashore",TRUE,"Libellula forensis","Invertebrate"
-122.813314777,38.0548589258,3595569,"lenaz",17131,2016-07-02,"17:20:58Z",2016-07-03,"Point Reyes National Seashore, Point Reyes Station, CA, US",5,"",6902589,52702,"Bromus diandrus","species","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Bromus",2016,7,17,"PORE","Point Reyes","National Seashore",TRUE,"Bromus diandrus","Plant"
-122.96653,37.9911583333,3595943,"Raphaela E. Floreani Buzbee",17491,2016-06-29,"20:41:30Z",2016-07-02,"Point Reyes, Inverness, CA, US",NA,"",6879485,57832,"Orobanche californica californica","subspecies","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Orobanche",2016,6,20,"PORE","Point Reyes","National Seashore",TRUE,"Orobanche californica","Plant"
-122.9673916667,37.9917133333,3596015,"Raphaela E. Floreani Buzbee",17491,2016-06-29,"20:44:18Z",2016-07-02,"Point Reyes, Inverness, CA, US",NA,"",6879581,48441,"Gaultheria shallon","species","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria",2016,6,20,"PORE","Point Reyes","National Seashore",TRUE,"Gaultheria shallon","Plant"
-122.8706038279,38.0837580935,3596731,"lenaz",17131,2016-07-02,"18:33:48Z",2016-08-05,"Point Reyes National Seashore, Marin County, US-CA, US",30,"",7334826,58014,"Corethrogyne filaginifolia","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Corethrogyne",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Corethrogyne filaginifolia","Plant"
-122.8708586377,38.0830781116,3598080,"lenaz",17131,2016-07-02,"18:37:33Z",2016-08-05,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",7334819,52793,"Holcus lanatus","species","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Holcus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Holcus lanatus","Plant"
-122.8710564506,38.0830109725,3598085,"lenaz",17131,2016-07-02,"18:37:59Z",2016-08-05,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",7334815,53077,"Pseudognaphalium californicum","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Pseudognaphalium californicum","Plant"
-122.8710971029,38.0829869165,3598086,"lenaz",17131,2016-07-02,"18:39:07Z",2016-07-03,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",6902346,51085,"Triteleia laxa","species","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Triteleia",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Triteleia laxa","Plant"
-122.8717312777,38.0828082562,3598091,"lenaz",17131,2016-07-02,"18:40:16Z",2016-07-03,"Point Reyes National Seashore, Marin County, US-CA, US",10,"",6883908,53423,"Frangula californica","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Frangula",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Frangula californica","Plant"
-122.8716642224,38.0822532066,3598093,"lenaz",17131,2016-07-02,"18:42:22Z",2016-07-03,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",6883915,48858,"Mimulus aurantiacus","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Mimulus aurantiacus","Plant"
-122.8711872083,38.0817581714,3598105,"lenaz",17131,2016-07-02,"18:44:20Z",2016-07-03,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",6883944,53195,"Rumex acetosella","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Rumex acetosella","Plant"
-122.8706221004,38.0812606216,3598109,"lenaz",17131,2016-07-02,"18:45:52Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6883948,52181,"Monardella villosa","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Monardella villosa","Plant"
-122.8706221004,38.0812606216,3598112,"lenaz",17131,2016-07-02,"18:46:48Z",NA,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",NA,47435,"Lotus corniculatus","species","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Lotus corniculatus","Plant"
-122.8677196522,38.0806728204,3598117,"lenaz",17131,2016-07-02,"18:50:10Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",413,"",6883957,47695,"Cynosurus echinatus","species","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cynosurus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Cynosurus echinatus","Plant"
-122.8686055822,38.0793967797,3598123,"lenaz",17131,2016-07-02,"18:53:37Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6883962,48225,"Eschscholzia californica","species","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Eschscholzia californica","Plant"
-122.8687167262,38.0794337858,3598124,"lenaz",17131,2016-07-02,"18:54:27Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6883965,53359,"Baccharis pilularis","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Baccharis pilularis","Plant"
-122.8687331547,38.0790516967,3598131,"lenaz",17131,2016-07-02,"19:07:47Z",2016-08-05,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",7334808,52854,"Artemisia douglasiana","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Artemisia douglasiana","Plant"
-122.868798785,38.079015906,3598137,"lenaz",17131,2016-07-02,"19:08:37Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6883989,52998,"Conium maculatum","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Conium",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Conium maculatum","Plant"
-122.8698000872,38.0785040232,3598140,"lenaz",17131,2016-07-02,"19:14:02Z",NA,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",NA,53416,"Lonicera hispidula","species","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Lonicera hispidula","Plant"
-122.8697675654,38.0784731359,3598163,"lenaz",17131,2016-07-02,"19:14:40Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6884044,50042,"Castilleja affinis","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Castilleja affinis","Plant"
-122.8698593472,38.0784253171,3598178,"lenaz",17131,2016-07-02,"19:18:42Z",2016-08-05,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",7334794,53046,"Eriogonum nudum","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Eriogonum",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Eriogonum nudum","Plant"
-122.8704704718,38.0782449386,3598182,"lenaz",17131,2016-07-02,"19:22:45Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6884093,52764,"Prunella vulgaris","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Prunella",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Prunella vulgaris","Plant"
-122.8704854754,38.0781451101,3598187,"lenaz",17131,2016-07-02,"19:23:59Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6885954,56057,"Leucanthemum vulgare","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Leucanthemum vulgare","Plant"
-122.8710804229,38.078037696,3598219,"lenaz",17131,2016-07-02,"19:31:27Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6886550,52821,"Achillea millefolium","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achillea",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Achillea millefolium","Plant"
-122.871192908,38.0780282244,3598227,"lenaz",17131,2016-07-02,"19:35:35Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6885829,47435,"Lotus corniculatus","species","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Lotus corniculatus","Plant"
-122.8712042236,38.0780389533,3598246,"lenaz",17131,2016-07-02,"19:41:27Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6885357,55367,"Fragaria chiloensis","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Fragaria chiloensis","Plant"
-122.8696488776,38.0785724195,3598262,"lenaz",17131,2016-07-02,"19:48:49Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6885806,36204,"Sceloporus occidentalis","species","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Sceloporus occidentalis","Herp"
-122.869395828,38.0786537659,3598270,"lenaz",17131,2016-07-02,"19:52:30Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6884279,57157,"Briza maxima","species","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Briza",2016,7,19,"PORE","Point Reyes","National Seashore",TRUE,"Briza maxima","Plant"
-122.8681563121,38.0802890333,3598273,"lenaz",17131,2016-07-02,"20:05:44Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6885735,36204,"Sceloporus occidentalis","species","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Sceloporus occidentalis","Herp"
-122.8681522888,38.0805961462,3598281,"lenaz",17131,2016-07-02,"20:07:31Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6885730,36204,"Sceloporus occidentalis","species","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Sceloporus occidentalis","Herp"
-122.8669393436,38.0798285734,3598296,"lenaz",17131,2016-07-02,"20:12:08Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6884319,58961,"Plantago major","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Plantago major","Plant"
-122.8658377939,38.0794590572,3598321,"lenaz",17131,2016-07-02,"20:17:21Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6885289,55487,"Diabrotica undecimpunctata","species","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Diabrotica undecimpunctata","Invertebrate"
-122.8658377939,38.0794590572,3598323,"lenaz",17131,2016-07-02,"20:17:56Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6884357,51646,"Rubus parviflorus","species","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Rubus parviflorus","Plant"
-122.8653870152,38.0793008907,3598325,"lenaz",17131,2016-07-02,"20:20:40Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6884359,53094,"Heracleum maximum","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Heracleum maximum","Plant"
-122.8645377607,38.0792376073,3598332,"lenaz",17131,2016-07-02,"20:23:50Z",2016-08-05,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",7334788,50812,"Scrophularia californica","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Scrophularia californica","Plant"
-122.8636403942,38.079447574,3598336,"lenaz",17131,2016-07-02,"20:28:27Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6885724,36204,"Sceloporus occidentalis","species","Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Sceloporus occidentalis","Herp"
-122.8626343982,38.0789448694,3598341,"lenaz",17131,2016-07-02,"20:35:31Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6886918,53416,"Lonicera hispidula","species","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Lonicera",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Lonicera hispidula","Plant"
-122.862744704,38.0786808813,3598344,"lenaz",17131,2016-07-02,"20:39:26Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",5,"",6887494,64105,"Solanum douglasii","species","Plantae","Magnoliophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Solanum douglasii","Plant"
-122.8627354001,38.078646767,3598346,"lenaz",17131,2016-07-02,"20:44:20Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",30,"",6884410,52989,"Cirsium vulgare","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Cirsium vulgare","Plant"
-122.989625,37.9961966667,3598646,"Raphaela E. Floreani Buzbee",17491,2016-06-29,"22:05:30Z",2016-07-03,"Point Reyes, Inverness, CA, US",NA,"",6885208,61992,"Grindelia stricta","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia",2016,6,22,"PORE","Point Reyes","National Seashore",TRUE,"Grindelia stricta","Plant"
-122.8662957652,38.0795639948,3613349,"lenaz",17131,2016-07-02,"20:56:50Z",2016-07-03,"Point Reyes Natl Seashore, Inverness, CA, US",930,"",6905892,47435,"Lotus corniculatus","species","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",2016,7,20,"PORE","Point Reyes","National Seashore",TRUE,"Lotus corniculatus","Plant"
-122.7466716667,37.933875,3616145,"Eric Wrubel",1249,2016-06-30,"17:44:36Z",2016-07-04,"Point Reyes Natl Seashore, Point Reyes Station, CA, US",NA,"",6910568,64332,"Kickxia elatine","species","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Kickxia",2016,6,17,"PORE","Point Reyes","National Seashore",TRUE,"Kickxia elatine","Plant"
-122.7490533333,37.9351533333,3616148,"Eric Wrubel",1249,2016-06-30,"18:30:07Z",2016-07-04,"Point Reyes Natl Seashore, Point Reyes Station, CA, US",NA,"",6910587,61776,"Oxalis incarnata","species","Plantae","Magnoliophyta","Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis",2016,6,18,"PORE","Point Reyes","National Seashore",TRUE,"Oxalis incarnata","Plant"
-122.7499866667,37.93553,3616150,"Eric Wrubel",1249,2016-06-30,"18:47:29Z",2016-07-04,"Point Reyes Natl Seashore, Point Reyes Station, CA, US",NA,"",6910599,51594,"Pittosporum undulatum","species","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Pittosporaceae","Pittosporum",2016,6,18,"PORE","Point Reyes","National Seashore",TRUE,"Pittosporum undulatum","Plant"
-122.7578883333,37.9446633333,3617465,"Eric Wrubel",1249,2016-06-30,"20:51:13Z",2016-07-04,"Point Reyes Natl Seashore, Point Reyes Station, CA, US",NA,"",6913001,57148,"Clarkia rubicunda","species","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Clarkia",2016,6,20,"PORE","Point Reyes","National Seashore",TRUE,"Clarkia rubicunda","Plant"
-122.7572466667,37.9463216667,3617469,"Eric Wrubel",1249,2016-06-30,"20:57:39Z",2016-07-04,"Point Reyes Natl Seashore, Point Reyes Station, CA, US",NA,"",6913006,51092,"Quercus chrysolepis","species","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",2016,6,20,"PORE","Point Reyes","National Seashore",TRUE,"Quercus chrysolepis","Plant"
-122.8137545754,38.0545940996,3620626,"lenaz",17131,2016-07-04,"17:33:26Z",2016-07-05,"Point Reyes National Seashore, Point Reyes Station, CA, US",5,"",6929544,485191,"Silene coronaria","species","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene",2016,7,17,"PORE","Point Reyes","National Seashore",TRUE,"Silene coronaria","Plant"
-122.8137115763,38.0546451453,3620827,"lenaz",17131,2016-07-04,"17:45:08Z",2016-07-05,"Point Reyes National Seashore, Point Reyes Station, CA, US",5,"",6929529,53143,"Madia sativa","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia",2016,7,17,"PORE","Point Reyes","National Seashore",TRUE,"Madia sativa","Plant"
-122.946532148,38.2018464011,3622571,"jsadowski",18528,2016-06-21,"16:57:41Z",2016-07-04,"8180 Pierce Point Rd, , CA, US",87,"",6924298,48830,"Patiria miniata","species","Animalia","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria",2016,6,16,"PORE","Point Reyes","National Seashore",TRUE,"Patiria miniata","Invertebrate"
-122.8699414061,38.049025205,3624181,"lenaz",17131,2016-07-04,"18:46:59Z",2016-07-05,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",6929080,52821,"Achillea millefolium","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achillea",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Achillea millefolium","Plant"
-122.8700247222,38.0493440107,3624185,"lenaz",17131,2016-07-04,"18:48:32Z",2016-07-05,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",6928761,52989,"Cirsium vulgare","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Cirsium vulgare","Plant"
-122.8699486983,38.0496998225,3624188,"lenaz",17131,2016-07-04,"18:50:31Z",2016-07-05,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",6929468,84196,"Pontania californica","species","Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Pontania",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Pontania californica","Invertebrate"
-122.8699696531,38.0504263239,3624192,"lenaz",17131,2016-07-04,"18:54:24Z",2016-08-05,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",7334762,53143,"Madia sativa","species","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Madia",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Madia sativa","Plant"
-122.8701574077,38.050825093,3624212,"lenaz",17131,2016-07-04,"18:59:04Z",2016-07-05,"Point Reyes National Seashore, Marin County, US-CA, US",5,"",6929425,47435,"Lotus corniculatus","species","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lotus",2016,7,18,"PORE","Point Reyes","National Seashore",TRUE,"Lotus corniculatus","Plant"
